geoid,0,1,2,3,4,5
17001,0.16253174448134403,0.1730806798202774,0.16448525102559095,0.16370384840789218,0.16643875756983786,0.16975971869505763
17003,0.17793594306049823,0.18683274021352314,0.15658362989323843,0.15658362989323843,0.1583629893238434,0.16370106761565836
17005,0.16701680672268907,0.14915966386554622,0.16806722689075632,0.17331932773109243,0.17542016806722688,0.16701680672268907
17007,0.15428571428571428,0.16081632653061226,0.15727891156462584,0.171156462585034,0.17333333333333334,0.18312925170068028
17009,0.17888563049853373,0.187683284457478,0.14076246334310852,0.17595307917888564,0.1466275659824047,0.17008797653958943
17011,0.17407071622846781,0.17361740707162285,0.1659111514052584,0.1559383499546691,0.15775158658204896,0.17271078875793291
17013,0.14906832298136646,0.17701863354037267,0.13664596273291926,0.16459627329192547,0.20186335403726707,0.17080745341614906
17015,0.15808383233532936,0.17724550898203592,0.16526946107784432,0.17604790419161676,0.15209580838323353,0.17125748502994012
17017,0.15171650055370986,0.1461794019933555,0.1716500553709856,0.17386489479512734,0.1805094130675526,0.1760797342192691
17019,0.17541948136848987,0.1722234328466623,0.1675746349967313,0.16597661073581754,0.15943923875935206,0.1593666012929469
17021,0.15582115980522354,0.16777335104028332,0.1699867197875166,0.17751217352810977,0.15847720230190349,0.17042939353696326
17023,0.17693661971830985,0.176056338028169,0.15140845070422534,0.16285211267605634,0.1637323943661972,0.16901408450704225
17025,0.1459403905447071,0.15313463514902365,0.1778006166495375,0.19116135662898254,0.16032887975334018,0.17163412127440905
17027,0.16084484159220147,0.1661251015434606,0.16653127538586515,0.17303005686433795,0.16165718927701056,0.1718115353371243
17029,0.16354063836788418,0.17374136229022705,0.15992102665350444,0.16584402764067127,0.1648568608094768,0.17209608423823627
17031,0.21866872170311144,0.1968018495328003,0.13245352085540893,0.1325498506887583,0.120315961853386,0.19921009536653503
17033,0.15760441292356187,0.16469661150512213,0.16863672182821118,0.16863672182821118,0.17178881008668243,0.16863672182821118
17035,0.1675,0.1725,0.16,0.1625,0.16125,0.17625
17037,0.16317016317016317,0.16371863430686961,0.15699986288221582,0.16673522555875497,0.17221993692581927,0.17715617715617715
17039,0.15112855740922473,0.15014720314033367,0.1560353287536801,0.18351324828263002,0.18056918547595682,0.1786064769381747
17041,0.16429894996911673,0.17294626312538605,0.17232859789993824,0.15935762816553428,0.16429894996911673,0.16676961087090797
17043,0.1654970760233918,0.15964912280701754,0.1584795321637427,0.16878654970760235,0.1692982456140351,0.17828947368421053
17045,0.18106617647058823,0.16176470588235295,0.17647058823529413,0.15533088235294118,0.15808823529411764,0.16727941176470587
17047,0.16964285714285715,0.17410714285714285,0.15848214285714285,0.17410714285714285,0.16964285714285715,0.15401785714285715
17049,0.15608465608465608,0.15948601662887377,0.16326530612244897,0.17157974300831444,0.17006802721088435,0.17951625094482238
17051,0.17320028510334998,0.17034925160370634,0.15680684248039914,0.16749821810406273,0.16535994297933002,0.16678545972915182
17053,0.16452991452991453,0.18269230769230768,0.1452991452991453,0.16987179487179488,0.1527777777777778,0.18482905982905984
17055,0.1684575389948007,0.17885615251299827,0.16707105719237436,0.15979202772963605,0.15979202772963605,0.1660311958405546
17057,0.1468599033816425,0.14589371980676327,0.16908212560386474,0.17681159420289855,0.18019323671497584,0.18115942028985507
17059,0.1791530944625407,0.18566775244299674,0.1791530944625407,0.13680781758957655,0.1498371335504886,0.16938110749185667
17061,0.15141242937853108,0.16836158192090395,0.1751412429378531,0.17401129943502824,0.17175141242937852,0.15932203389830507
17063,0.1562336984872196,0.16171100678142933,0.162754303599374,0.16901408450704225,0.17344809598330724,0.17683881064162754
17065,0.14056939501779359,0.14590747330960854,0.16548042704626334,0.18683274021352314,0.17793594306049823,0.18327402135231316
17067,0.1518987341772152,0.1729957805907173,0.16962025316455695,0.16455696202531644,0.16540084388185655,0.17552742616033756
17069,0.13983050847457626,0.17796610169491525,0.13135593220338984,0.17372881355932204,0.19491525423728814,0.18220338983050846
17071,0.2123456790123457,0.19506172839506172,0.1506172839506173,0.13580246913580246,0.15308641975308643,0.15308641975308643
17073,0.16440422322775264,0.16470588235294117,0.16259426847662142,0.1631975867269985,0.17375565610859728,0.171342383107089
17075,0.15280777537796977,0.16090712742980562,0.15334773218142547,0.17278617710583152,0.18196544276457882,0.17818574514038876
17077,0.1873789094934957,0.16440631054525326,0.1671740935510656,0.15859396623304733,0.15776363133130364,0.1646830888458345
17079,0.16295264623955433,0.17548746518105848,0.1615598885793872,0.15598885793871867,0.1713091922005571,0.17270194986072424
17081,0.15890794539726985,0.16275813790689533,0.1736086804340217,0.168008400420021,0.16590829541477073,0.17080854042702134
17083,0.160431654676259,0.15683453237410072,0.1539568345323741,0.17625899280575538,0.1669064748201439,0.1856115107913669
17085,0.13614262560777957,0.15640194489465153,0.16531604538087522,0.1920583468395462,0.17017828200972449,0.17990275526742303
17087,0.13956834532374102,0.15683453237410072,0.17410071942446043,0.17553956834532375,0.17841726618705037,0.17553956834532375
17089,0.16297441181521552,0.1696719903829641,0.15747896273398593,0.16125708397733127,0.16039842005838914,0.18821913103211402
17091,0.16196395276569298,0.16233685518955873,0.16183965195773772,0.16817899316345555,0.16768178993163455,0.17799875699192044
17093,0.1515514225209465,0.1541294540097597,0.16333670932694963,0.1668354663474818,0.17392505294171806,0.19022189485314428
17095,0.17754905114184624,0.16886458668382118,0.16918623351559986,0.16275329688002574,0.1611450627211322,0.1605017690575748
17097,0.16157294213528933,0.16024857375713122,0.16187856560717195,0.16167481662591687,0.16116544417277914,0.1934596577017115
17099,0.15481522956326987,0.15719484882418813,0.16307390817469206,0.16979283314669652,0.17777155655095184,0.17735162374020158
17101,0.16247582205029013,0.16634429400386846,0.16731141199226304,0.16634429400386846,0.15860735009671179,0.17891682785299806
17103,0.17391304347826086,0.1720226843100189,0.16068052930056712,0.16446124763705103,0.15926275992438563,0.16965973534971646
17105,0.15829145728643215,0.16834170854271358,0.17001675041876047,0.16876046901172528,0.16959798994974876,0.16499162479061977
17107,0.173963133640553,0.1728110599078341,0.1693548387096774,0.15149769585253456,0.1676267281105991,0.16474654377880185
17109,0.15393322014714206,0.16355404640633842,0.16751556310130164,0.17260894170911148,0.17713638936049803,0.16525183927560838
17111,0.1604781742437964,0.15631226227132766,0.15884803477630863,0.16699873211374752,0.16790436515124071,0.18945843144357907
17113,0.16626832377310388,0.1675430210325048,0.1725621414913958,0.16531230082855322,0.17009241555130655,0.15822179732313577
17115,0.1639261320516064,0.1622818112825702,0.1702504427017455,0.16405261826460915,0.16987098406273715,0.1696180116367316
17117,0.14770675334055616,0.1469844709281329,0.1668472372697725,0.17045864933188876,0.17984832069339113,0.18815456843625858
17119,0.15495867768595042,0.1696797520661157,0.16554752066115702,0.17458677685950413,0.16632231404958678,0.16890495867768596
17121,0.165045170257123,0.1626129256428075,0.16157053509381514,0.1744266851980542,0.16817234190410008,0.16817234190410008
17123,0.17018469656992086,0.15699208443271767,0.18469656992084432,0.14907651715039577,0.17282321899736147,0.1662269129287599
17125,0.16430260047281323,0.1524822695035461,0.15484633569739953,0.15839243498817968,0.18439716312056736,0.18557919621749408
17127,0.14575289575289574,0.16505791505791506,0.1525096525096525,0.17567567567567569,0.17953667953667954,0.18146718146718147
17129,0.14320987654320988,0.14814814814814814,0.15679012345679014,0.17530864197530865,0.18024691358024691,0.1962962962962963
17131,0.1557377049180328,0.16086065573770492,0.16598360655737704,0.16700819672131148,0.16495901639344263,0.18545081967213115
17133,0.15229615745079664,0.15604498594189317,0.16541705716963448,0.16307403936269915,0.1733833177132146,0.18978444236176195
17135,0.1668484187568157,0.16466739367502725,0.16357688113413305,0.16848418756815703,0.16412213740458015,0.1723009814612868
17137,0.17625570776255708,0.1643835616438356,0.16712328767123288,0.16484018264840183,0.16255707762557078,0.16484018264840183
17139,0.1702493551160791,0.17454858125537404,0.15563198624247634,0.16938950988822013,0.16079105760963028,0.16938950988822013
17141,0.16008703761268261,0.15977618899595897,0.16630400994715575,0.1616412806963009,0.1706558905812869,0.18153559216661486
17143,0.16545245398773006,0.1683282208588957,0.17484662576687116,0.16257668711656442,0.16423824130879344,0.16455777096114518
17145,0.1739463601532567,0.18773946360153257,0.16551724137931034,0.15938697318007664,0.15632183908045977,0.15708812260536398
17147,0.17100371747211895,0.1775092936802974,0.16171003717472118,0.17007434944237917,0.14869888475836432,0.17100371747211895
17149,0.16234390009606148,0.1642651296829971,0.17002881844380405,0.1642651296829971,0.17579250720461095,0.1633045148895293
17151,0.13245033112582782,0.11920529801324503,0.17218543046357615,0.19205298013245034,0.2052980132450331,0.17880794701986755
17153,0.1568627450980392,0.16246498599439776,0.15406162464985995,0.18207282913165265,0.16246498599439776,0.18207282913165265
17155,0.13945578231292516,0.14965986394557823,0.16326530612244897,0.1836734693877551,0.1870748299319728,0.17687074829931973
17157,0.1691139240506329,0.15443037974683543,0.17468354430379746,0.1650632911392405,0.17012658227848101,0.16658227848101265
17159,0.168808911739503,0.1790916880891174,0.16023993144815768,0.1585261353898886,0.16795201371036847,0.16538131962296487
17161,0.16116188580218985,0.16740566464573342,0.16342412451361868,0.1705727988417338,0.16785811238801918,0.16957741380870509
17163,0.17018828451882845,0.17269874476987448,0.17337866108786612,0.17573221757322174,0.12677824267782425,0.18122384937238495
17165,0.16905444126074498,0.1667621776504298,0.17478510028653296,0.1667621776504298,0.1644699140401146,0.15816618911174785
17167,0.1599467078045018,0.1665381109319122,0.16268143888927844,0.16639786831218006,0.17018441904494777,0.17425145501717973
17169,0.13725490196078433,0.13725490196078433,0.1568627450980392,0.19047619047619047,0.1792717086834734,0.19887955182072828
17171,0.1259259259259259,0.14814814814814814,0.15185185185185185,0.2,0.2074074074074074,0.16666666666666666
17173,0.170182841068917,0.16244725738396623,0.17651195499296765,0.16104078762306612,0.1659634317862166,0.16385372714486637
17175,0.1766304347826087,0.19293478260869565,0.15760869565217392,0.16304347826086957,0.15760869565217392,0.15217391304347827
17177,0.1543756145526057,0.16584726319239593,0.16519174041297935,0.16945263847918715,0.1668305473615208,0.17830219600131106
17179,0.16003700277520813,0.16085928666872237,0.1677459142769041,0.1702127659574468,0.17309075958474662,0.16805427073697193
17181,0.1705150976909414,0.18206039076376554,0.1669626998223801,0.16074600355239788,0.15719360568383658,0.1625222024866785
17183,0.16436853650893138,0.1626449388906299,0.16577875274208712,0.16499529927922282,0.1698527107489815,0.17235976183014728
17185,0.1693121693121693,0.1574074074074074,0.17195767195767195,0.16666666666666666,0.17592592592592593,0.15873015873015872
17187,0.16825863335782512,0.18148420279206465,0.16385011021307863,0.16605437178545188,0.16531961792799413,0.1550330639235856
17189,0.1894374282433984,0.14925373134328357,0.1653272101033295,0.15958668197474168,0.1618828932261768,0.17451205510907003
17191,0.17398945518453426,0.15905096660808435,0.1616871704745167,0.17135325131810195,0.1608084358523726,0.17311072056239016
17193,0.13780598368087035,0.1541251133272892,0.17769718948322757,0.17135086128739802,0.18495013599274707,0.17407071622846781
17195,0.16263237518910742,0.1621280887544125,0.16313666162380233,0.16717095310136157,0.16843166918809885,0.17650025214321735
17197,0.1761976750247615,0.1749465672731064,0.1804201636865975,0.18526820622426107,0.18521607673460877,0.09795131105666476
17199,0.16355841371918542,0.16613076098606644,0.1714898177920686,0.16741693461950696,0.1712754555198285,0.16012861736334405
17201,0.17327617006073598,0.24408717399071098,0.17949267595569846,0.17642015005359057,0.11068238656663094,0.11604144337263309
17203,0.15983745343718253,0.16153064679986454,0.16085336945479173,0.17033525228581103,0.1683034202505926,0.17913985777175753
